Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,46.853445861412546,0,3600.0,-1,44.372634,0.0,1,46.853445861412546,0,44.372634,SAT,,0.222,
2,2,1,146.3587061131768,0,3600.0,-1,44.439635,0.0,1,146.3587061131768,1,88.812269,SAT,,0.3,
3,3,1,147.68154522559587,0,3600.0,-1,44.498142,0.0,1,147.68154522559587,1,133.310411,SAT,,0.235,
4,4,1,64.7171750022065,0,3600.0,-1,44.566061,0.0,1,64.7171750022065,2,177.87647199999998,SAT,,0.259,
5,5,1,107.76736289372275,0,3600.0,-1,44.628434,0.0,1,107.76736289372275,2,222.50490599999998,SAT,,0.368,
6,6,1,30.46546988140198,0,3600.0,-1,44.686793,0.0,1,30.46546988140198,3,267.19169899999997,SAT,,0.205,
7,7,1,106.77252955053785,0,3600.0,-1,44.744128,0.0,1,106.77252955053785,3,311.93582699999996,SAT,,0.316,
8,8,1,88.48919167625765,0,3600.0,-1,44.802327,0.0,1,88.48919167625765,4,356.73815399999995,SAT,,0.303,
9,9,1,142.47793311298997,0,3600.0,-1,44.867188,0.0,1,142.47793311298997,4,401.60534199999995,SAT,,0.338,
10,10,1,22.007878342044783,0,3600.0,-1,44.924948,0.0,1,22.007878342044783,5,446.5302899999999,SAT,,0.37,
11,11,1,91.96629941902766,0,3600.0,-1,44.983768,0.0,1,91.96629941902766,5,491.5140579999999,SAT,,0.277,
12,12,1,25.86288718179853,0,3600.0,-1,45.028449,0.0,1,25.86288718179853,6,536.5425069999999,SAT,,0.306,
13,13,1,54.18962196957675,0,3600.0,-1,45.091537,0.0,1,54.18962196957675,6,581.6340439999999,SAT,,0.3,
14,14,1,26.162278900628603,0,3600.0,-1,45.158016,0.0,1,26.162278900628603,7,626.7920599999999,SAT,,0.28,
15,15,1,62.93806623371791,0,3600.0,-1,45.225174,0.0,1,62.93806623371791,7,672.0172339999999,SAT,,0.247,
16,16,1,29.088939851039925,0,3600.0,-1,45.278145,0.0,1,29.088939851039925,8,717.2953789999999,SAT,,0.227,
17,17,1,10.092039542411868,0,3600.0,-1,45.334574,0.0,1,10.092039542411868,8,762.6299529999999,SAT,,0.287,
18,18,1,9.757951800414025,0,3600.0,-1,45.39735,0.0,1,9.757951800414025,9,808.0273029999998,SAT,,0.24,
19,19,1,17.22622223688088,0,3600.0,-1,45.463202,0.0,1,17.22622223688088,9,853.4905049999999,SAT,,0.335,
20,20,1,25.175145088767643,0,3600.0,-1,45.522875,0.0,1,25.175145088767643,10,899.0133799999999,SAT,,0.252,
21,21,1,28.967053673836972,0,3600.0,-1,45.572211,0.0,1,28.967053673836972,10,944.5855909999999,SAT,,0.168,
22,22,1,18.70887577015062,0,3600.0,-1,45.622048,0.0,1,18.70887577015062,11,990.2076389999999,SAT,,0.161,
23,23,1,185.68897443137485,0,3600.0,-1,45.672396,0.0,1,185.68897443137485,11,1035.880035,SAT,,0.255,
24,24,1,35.7144258763972,0,3600.0,-1,45.726618,0.0,1,35.7144258763972,12,1081.6066529999998,SAT,,0.181,
25,25,1,33.193815798112176,0,3600.0,-1,45.804043,0.0,1,33.193815798112176,12,1127.410696,SAT,,0.353,
26,26,1,39.758225951006395,0,3600.0,-1,45.85999,0.0,1,39.758225951006395,13,1173.2706859999998,SAT,,0.14,
27,27,1,49.778372317177556,0,3600.0,-1,45.914982,0.0,1,49.778372317177556,13,1219.1856679999999,SAT,,0.222,
28,28,1,39.815067733669835,0,3600.0,-1,45.970464,0.0,1,39.815067733669835,14,1265.1561319999998,SAT,,0.213,
29,29,1,182.2783363710665,0,3600.0,-1,46.021356,0.0,1,182.2783363710665,14,1311.1774879999998,SAT,,0.255,
30,30,1,21.789385173931066,0,3600.0,-1,46.09195,0.0,1,21.789385173931066,15,1357.2694379999998,SAT,,0.295,
31,31,1,35.08623756890569,0,3600.0,-1,46.152242,0.0,1,35.08623756890569,15,1403.42168,SAT,,0.263,
32,32,1,5.273945079340939,0,3600.0,-1,46.205496,0.0,1,5.273945079340939,16,1449.627176,SAT,,0.235,
33,33,1,72.65167595657401,0,3600.0,-1,46.260129,0.0,1,72.65167595657401,16,1495.887305,SAT,,0.227,
34,34,1,13.27610179660676,0,3600.0,-1,46.326382,0.0,1,13.27610179660676,17,1542.213687,SAT,,0.349,
35,35,1,112.34146981208855,0,3600.0,-1,46.380726,0.0,1,112.34146981208855,17,1588.594413,SAT,,0.18,
36,36,1,3.0038084328266272,0,3600.0,-1,46.442463,0.0,1,3.0038084328266272,18,1635.0368760000001,SAT,,0.186,
37,37,1,301.16578732133735,0,3600.0,-1,46.502963,0.0,1,301.16578732133735,18,1681.539839,SAT,,0.275,
38,38,1,15.27610179660676,0,3600.0,-1,46.554885,0.0,1,15.27610179660676,19,1728.094724,SAT,,0.223,
39,39,1,64.42321664487984,0,3600.0,-1,46.613725,0.0,1,64.42321664487984,19,1774.708449,SAT,,0.217,
40,40,1,32.11083070341815,0,3600.0,-1,46.672564,0.0,1,32.11083070341815,20,1821.381013,SAT,,0.237,
41,41,1,29.97586611009061,0,3600.0,-1,46.732939,0.0,1,29.97586611009061,20,1868.113952,SAT,,0.253,
42,42,1,31.780320262259725,0,3600.0,-1,46.789686,0.0,1,31.780320262259725,21,1914.903638,SAT,,0.311,
43,43,1,16.972785248145982,0,3600.0,-1,46.845011,0.0,1,16.972785248145982,21,1961.7486490000001,SAT,,0.317,
44,44,1,38.76559111689457,0,3600.0,-1,46.911514,0.0,1,38.76559111689457,22,2008.660163,SAT,,0.286,
45,45,1,166.3809003639245,0,3600.0,-1,46.970901,0.0,1,166.3809003639245,22,2055.631064,SAT,,0.205,
46,46,1,62.60304801521818,0,3600.0,-1,47.028298,0.0,1,62.60304801521818,23,2102.6593620000003,SAT,,0.269,
47,47,1,111.64472845059127,0,3600.0,-1,47.082658,0.0,1,111.64472845059127,23,2149.74202,SAT,,0.244,
48,48,1,51.35708966162905,0,3600.0,-1,47.14579,0.0,1,51.35708966162905,24,2196.88781,SAT,,0.245,
49,49,1,5.622433971857296,0,3600.0,-1,47.196223,0.0,1,5.622433971857296,24,2244.084033,SAT,,0.191,
50,50,1,43.57430600631433,0,3600.0,-1,47.250111,0.0,1,43.57430600631433,25,2291.334144,SAT,,0.205,
51,51,1,47.7987872286666,0,3600.0,-1,47.314775,0.0,1,47.7987872286666,25,2338.6489189999998,SAT,,0.255,
52,52,1,65.8186063319317,0,3600.0,-1,47.369739,0.0,1,65.8186063319317,26,2386.018658,SAT,,0.236,
53,53,1,130.56211784744298,0,3600.0,-1,47.429731,0.0,1,130.56211784744298,26,2433.448389,SAT,,0.256,
54,54,1,40.445813351021634,0,3600.0,-1,47.478866,0.0,1,40.445813351021634,27,2480.927255,SAT,,0.292,
55,55,1,87.16025946627731,0,3600.0,-1,47.552056,0.0,1,87.16025946627731,27,2528.479311,SAT,,0.317,
56,56,1,37.018649103647846,0,3600.0,-1,47.611323,0.0,1,37.018649103647846,28,2576.090634,SAT,,0.191,
57,57,1,241.91660884190378,0,3600.0,-1,47.677412,0.0,1,241.91660884190378,28,2623.768046,SAT,,0.288,
58,58,1,71.20826959104146,0,3600.0,-1,47.735695,0.0,1,71.20826959104146,29,2671.503741,SAT,,0.276,
59,59,1,152.92629582575054,0,3600.0,-1,47.803149,0.0,1,152.92629582575054,29,2719.30689,SAT,,0.242,
60,60,1,24.768649991844942,0,3600.0,-1,47.871866,0.0,1,24.768649991844942,30,2767.178756,SAT,,0.314,
61,61,1,452.17786938692666,0,3600.0,-1,47.922909,0.0,1,452.17786938692666,30,2815.1016649999997,SAT,,0.232,
62,62,1,35.754113184392814,0,3600.0,-1,47.975761,0.0,1,35.754113184392814,31,2863.077426,SAT,,0.227,
63,63,1,42.55802674965281,0,3600.0,-1,48.03536,0.0,1,42.55802674965281,31,2911.1127859999997,SAT,,0.14,
64,64,1,38.37739181960943,0,3600.0,-1,48.090153,0.0,1,38.37739181960943,32,2959.202939,SAT,,0.228,
65,65,1,70.46683458271471,0,3600.0,-1,48.146118,0.0,1,70.46683458271471,32,3007.349057,SAT,,0.122,
66,66,1,39.04086117817825,0,3600.0,-1,48.205576,0.0,1,39.04086117817825,33,3055.5546329999997,SAT,,0.18,
67,67,1,31.41971999129729,0,3600.0,-1,48.267258,0.0,1,31.41971999129729,33,3103.8218909999996,SAT,,0.407,
68,68,1,57.34538472309216,0,3600.0,-1,48.328009,0.0,1,57.34538472309216,34,3152.1498999999994,SAT,,0.239,
69,69,1,78.51029313511631,0,3600.0,-1,48.387878,0.0,1,78.51029313511631,34,3200.5377779999994,SAT,,0.309,
70,70,1,97.04315750007389,0,3600.0,-1,48.451179,0.0,1,97.04315750007389,35,3248.9889569999996,SAT,,0.241,
71,71,1,174.6455785274248,0,3600.0,-1,48.522391,0.0,1,174.6455785274248,35,3297.5113479999995,SAT,,0.251,
72,72,1,38.331787621066404,0,3600.0,-1,48.584309,0.0,1,38.331787621066404,36,3346.0956569999994,SAT,,0.23,
73,73,1,42.83220887101555,0,3600.0,-1,48.648576,0.0,1,42.83220887101555,36,3394.7442329999994,SAT,,0.241,
74,74,1,49.81564901452192,0,3600.0,-1,48.705111,0.0,1,49.81564901452192,37,3443.4493439999997,SAT,,0.334,
75,75,1,8.630564063938607,0,3600.0,-1,48.761878,0.0,1,8.630564063938607,37,3492.2112219999995,SAT,,0.228,
76,76,1,138.72208278338482,0,3600.0,-1,48.831739999999996,0.0,1,138.72208278338482,38,3541.0429619999995,SAT,,0.354,
77,77,1,7.818764246895157,0,3600.0,-1,48.882287,0.0,1,7.818764246895157,38,3589.9252489999994,SAT,,0.18,
78,78,1,56.46780125675635,0,3600.0,-1,48.941399,0.0,1,56.46780125675635,39,3638.8666479999993,SAT,,0.235,
79,79,1,140.79371542133248,0,3600.0,-1,48.994852,0.0,1,140.79371542133248,39,3687.861499999999,SAT,,0.232,
80,80,1,201.22921174658566,0,3600.0,-1,49.040937,0.0,1,201.22921174658566,40,3736.9024369999993,SAT,,0.216,
81,81,1,156.3324014422822,0,3600.0,-1,49.091017,0.0,1,156.3324014422822,40,3785.9934539999995,SAT,,0.179,
82,82,1,15.98284887469693,0,3600.0,-1,49.152269,0.0,1,15.98284887469693,41,3835.1457229999996,SAT,,0.268,
83,83,1,70.83325855040002,0,3600.0,-1,49.2157,0.0,1,70.83325855040002,41,3884.361423,SAT,,0.227,
84,84,1,163.70519307694772,0,3600.0,-1,49.269851,0.0,1,163.70519307694772,42,3933.631274,SAT,,0.22,
85,85,1,39.69176557802485,0,3600.0,-1,49.33624,0.0,1,39.69176557802485,42,3982.967514,SAT,,0.306,
86,86,1,9.366601633304573,0,3600.0,-1,49.406099,0.0,1,9.366601633304573,43,4032.3736129999998,SAT,,0.288,
87,87,1,58.736292816791305,0,3600.0,-1,49.473683,0.0,1,58.736292816791305,43,4081.847296,SAT,,0.205,
88,88,1,155.31748550827916,0,3600.0,-1,49.527907,0.0,1,155.31748550827916,44,4131.375203,SAT,,0.235,
89,89,1,92.26080492116256,0,3600.0,-1,49.587112,0.0,1,92.26080492116256,44,4180.962315,SAT,,0.315,
90,90,1,3.6928237711372294,0,3600.0,-1,49.631589,0.0,1,3.6928237711372294,45,4230.593903999999,SAT,,0.253,
91,91,1,54.100387899448734,0,3600.0,-1,49.69314,0.0,1,54.100387899448734,45,4280.287044,SAT,,0.286,
92,92,1,18.383689979484895,0,3600.0,-1,49.750551,0.0,1,18.383689979484895,46,4330.037595,SAT,,0.317,
93,93,1,51.54417990083641,0,3600.0,-1,49.799509,0.0,1,51.54417990083641,46,4379.837104,SAT,,0.317,
94,94,1,248.49840917040186,0,3600.0,-1,49.853217,0.0,1,248.49840917040186,47,4429.690321,SAT,,0.184,
95,95,1,71.44630070090832,0,3600.0,-1,49.907655,0.0,1,71.44630070090832,47,4479.597976,SAT,,0.212,
96,96,1,30.75403548347877,0,3600.0,-1,49.968973,0.0,1,30.75403548347877,48,4529.566949,SAT,,0.333,
97,97,1,6.2711778001669245,0,3600.0,-1,50.027993,0.0,1,6.2711778001669245,48,4579.594942,SAT,,0.284,
98,98,1,30.089212923072544,0,3600.0,-1,50.091883,0.0,1,30.089212923072544,49,4629.686825,SAT,,0.297,
99,99,1,22.059536775524855,0,3600.0,-1,50.163776,0.0,1,22.059536775524855,49,4679.850601,SAT,,0.282,
100,100,1,165.38074052119902,0,3600.0,-1,50.224432,0.0,1,165.38074052119902,50,4730.075033,SAT,,0.27,
